客户编号,客户姓名,证件类型,证件号码,出生日期,客户性别,婚姻状况,教育程度,客户职业,联系电话,电子邮件,居住状态,居住地址,银行卡号,开户银行,卡种代码,卡种名称,创建机构,创建柜员,创建日期,创建时间
271073778382,屈云广,0,511527196405074557,1964-05-07,0,2,1,5,17647513785,vL9gRTR@me.com,3,山西省运城市振兴路1642号,94004197470501910,洛阳银行,1,借记卡,27102688,7948,2013-02-23,08:05:22
260873593109,严娥,0,140501198404207253,1984-04-20,0,0,1,3,13668632504,3sUCTR@aliyun.com,3,内蒙古自治区包头市解放东路416号,6222320901593690,中国工商银行,2,贷记卡,26083404,5662,2017-12-21,11:23:57
210415042687,庞枫,0,230405199109094061,1991-09-09,1,1,0,6,19993827339,82Bl7_@tom.com,2,甘肃省东风市蜀兴路86号,622703184512320824,中国工商银行,1,借记卡,21048420,5777,2016-05-21,10:30:28
360283262395,鲍风,0,150223196611166153,1966-11-16,0,2,0,0,14656517275,vUqvr5@shouji.163.com,1,贵州省安顺市解放东路6号,6251060539921673,BC卡公司,2,贷记卡,36027060,6624,2014-05-05,11:39:23
131430639022,汤炅,0,630225197505271322,1975-05-27,1,2,4,2,14664830760,LbxV85ye@qq.com,3,辽宁省铁岭市兴阳街1号,6224935896408642,AEON信贷财务亚洲,2,贷记卡,13149545,1666,2014-03-17,13:05:20
060787235717,黄珊,0,371701197408236780,1974-08-23,1,2,4,2,18260430443,MBSFpcw@outlook.com,3,四川省成都市白塔寺路166号,6223190280446300,青岛农信,1,借记卡,06075285,2453,2011-11-28,10:16:18
070792673668,顾月,0,360482196601121277,1966-01-12,0,1,1,4,18931957544,68Wz1fF70@vip.sina.com,4,江西省新余市站前街666号,6228970387476282411,南充市商业银行,1,借记卡,07071495,1654,2013-10-20,22:04:56
270734505742,姜玉兰,0,320509199306091188,1993-06-09,1,2,3,7,19161516606,78NpqJD9@shouji.163.com,3,山东省德州市蜀兴路466号,6228600631324860,龙江银行,1,借记卡,27073907,0239,2014-10-19,05:38:38
110212080875,戚淼,0,23040419990520830X,1999-05-20,1,2,0,2,15931985200,pcgfqTpS@vip.sina.com,3,内蒙古自治区乌兰浩特市人民西路26号,6011298687429799,Discover Financial Services.Inc,2,贷记卡,11029065,1244,2016-03-24,23:49:50
410070331264,苗丽,0,440903200007133903,2000-07-13,1,0,0,5,15137784513,78bYHBwG@tom.com,0,重庆市归化路52号,6201293195499129,The Mauritius Commercial BANK,1,借记卡,41003479,2995,2015-05-16,16:34:08
231807258862,孟小山,0,431381199007104440,1990-07-10,1,0,0,1,16780976307,WqtZeflw@me.com,2,云南省西双版纳市中山大道14号,6283177821788263,中国建设银行,2,贷记卡,23188155,6007,2016-03-19,00:29:20
171567945744,祝路平,0,410526197202043690,1972-02-04,0,2,4,4,17006808665,PW8vJ7@chinaren.com,0,湖南省娄底市解放东路6号,4100627291757103,招商银行,1,借记卡,17159499,3553,2015-03-30,22:36:29
140445461792,成枫,0,330106197601083975,1976-01-08,0,0,3,1,15948726030,LxUxwIOUYu@sohu.com,3,云南省楚雄市安城街2号,4270102475878186,中国工商银行,2,贷记卡,14044452,9201,2010-08-29,08:23:24
170369185242,罗博,0,451425196110023547,1961-10-02,1,2,0,0,15518727003,wMJOyYq@gmail.com,2,广东省江门市归化路161号,6230292128325794,汉口银行,1,借记卡,17035517,3667,2016-11-06,21:59:26
050662282132,罗深,0,420321198510062416,1985-10-06,0,2,0,6,18410631044,IsHzS_fCY@139.com,3,山东省东营市幸福大街853号,6011294048290095,Discover Financial Services.Inc,2,贷记卡,05067364,6536,2010-08-19,21:51:12
060357230740,余新红,0,230624198802286067,1988-02-28,1,1,4,7,13173026074,fhkdqoxg@chinamail.com,0,新疆维吾尔自治区吐鲁番市流花西路95号,4096655639718780,中国银行,2,贷记卡,06038335,0702,2016-11-27,23:48:17
250844359263,于宝娟,0,511503197704107287,1977-04-10,1,0,4,1,13376188798,mb82_5K@vip.sina.com,4,云南省红河市东二旗5号,6200483188463361,中银通商务支付,4,预付费卡,25083727,1383,2012-02-29,09:14:22
370037015978,钱小雪,0,320202197804215243,1978-04-21,1,2,0,6,19853491147,UcIMBp@126.com,1,贵州省毕节市小康路477号,6210568011656882214,大邑交银兴民村镇银行,1,借记卡,37000598,5950,2013-11-01,15:44:15
201380480601,王家驹,0,130107199509022043,1995-09-02,1,2,3,3,18754889730,lRePDSd@21cn.com,1,黑龙江省双鸭山市府右街9号,6215688620500520673,中国银行,1,借记卡,20132411,9025,2010-06-24,21:43:48
170312443755,孙安利,0,440511198803201426,1988-03-20,1,0,2,2,15263961332,2jplccIU_@gmail.com,3,湖北省恩施市人民广场16号,6258418070753637,新韩卡公司,2,贷记卡,17031481,8491,2013-09-19,22:27:07
120674230030,金蒙,0,411321199008157923,1990-08-15,1,1,2,7,13616248698,uP05SId@wo.com.cn,3,黑龙江省大庆市向阳路545号,6216530074639186840,银川掌政石银村镇银行,1,借记卡,12064434,4964,2017-11-24,23:40:01
041247795656,彭建洲,0,330727196706095649,1967-06-09,1,1,1,4,13220032582,s2KOJh5o@aliyun.com,2,福建省龙岩市前卫场34号,6259819195191141,光大银行,2,贷记卡,04126446,1637,2015-03-12,01:38:06
180948839105,钱大乔,0,341024199311282175,1993-11-28,0,2,0,0,17009865340,ntYN-hf@me.com,4,湖南省衡阳市马列大道695号,6222606590724176625,交通银行,1,借记卡,18092243,8369,2013-08-28,16:39:14
230609115890,邵才,0,130532197306014536,1973-06-01,0,1,2,3,13446582295,YotFD9@139.com,1,安徽省蚌埠市红卫路391号,5240310704991845,上海银行,2,贷记卡,23061863,5808,2011-08-17,07:14:10
090891088717,贺小玉,0,530402198910316093,1989-10-31,0,1,1,5,13583318629,Wf8EWH@126.com,4,云南省楚雄市海天路5号,6230896628882973250,宁夏银行,1,借记卡,09080116,3496,2016-04-22,18:44:21
190987065078,萧历,0,130727197609308400,1976-09-30,1,1,4,7,17166358646,bdqmp7dY@sian.com.cn,1,辽宁省抚顺市王府大街31号,6210367054410172517,海南省农村信用社联合社,1,借记卡,19098369,1175,2010-11-12,03:53:52
040508073475,周旭,0,350625196512115248,1965-12-11,1,2,4,2,17670011316,FoHumqvw6W@gmail.com,3,云南省临沧市小康路7号,6259794440149550,光大银行,2,贷记卡,04059667,9898,2012-07-20,23:22:37
071548883570,方琳,0,620103199909213181,1999-09-21,1,0,3,1,18774287009,qvDwfN@vip.sohu.com,1,甘肃省嘉峪关市人民西路4号,6259467250893019,汉口银行,2,贷记卡,07156729,8070,2012-04-07,08:06:08
251083225858,吴晓敏,0,41062119741130415X,1974-11-30,0,0,2,5,13931532313,lsNLb0@126.com,3,江西省吉安市人民广场315号,6221478451216309660,内蒙古银行,1,借记卡,25102525,5937,2013-07-08,00:48:06
290276451910,喻勇,0,411601197708275595,1977-08-27,0,1,1,1,18719484301,JMB1suo@gmail.com,4,广东省揭阳市人民东路2号,6229634492949241,永亨银行,1,借记卡,29022220,5083,2014-02-12,09:58:35
060430069993,令狐晓荣,0,532504197708016527,1977-08-01,1,1,3,0,13598121542,UBlWvZY@me.com,4,贵州省贵州市迎泽大街1号,4532427970668848,中国建设银行,3,准贷记卡,06043152,4448,2016-01-12,10:20:56
200923795690,倪雷,0,14112119880721740X,1988-07-21,1,2,1,4,13763194922,k9XW-euit@me.com,4,江苏省无锡市金融街8号,690755871050401,招商银行,1,借记卡,20092803,5076,2014-04-05,12:16:51
080974307732,史雪,0,610921196208094985,1962-08-09,1,2,1,0,13805727376,oupkkDFV@sohu.com,1,甘肃省武威市平安大道1669号,6201032015894055,BC卡公司,1,借记卡,08093141,6874,2010-11-19,09:33:53
290369561648,华兵,0,622927198905099387,1989-05-09,1,1,3,6,15256753062,mgF7BJo@189.cn,3,四川省凉山市和平大道5号,6221629862544503535,九江银行,1,借记卡,29039935,9118,2017-08-30,00:19:36
301076295486,冯润发,0,230882198108209365,1981-08-20,1,1,3,1,14579030323,be0lU8M@126.com,1,河南省开封市王府大街56号,3568969627250404,中国建设银行,2,贷记卡,30102252,0534,2010-06-15,15:33:28
191400433130,李民达,0,532627199404115496,1994-04-11,0,2,3,0,18374758691,-IHH4e@189.cn,2,山东省枣庄市上海道5号,621631101403378215,广汉珠江村镇银行,1,借记卡,19144365,7445,2017-09-21,09:27:44
090867665055,陈有才,0,430421198612015968,1986-12-01,1,1,2,4,18458347595,pfWnWR@vip.sina.com,2,湖北省荆门市滨海卫7789号,6210916756554621630,保定银行,1,借记卡,09085066,1704,2010-12-05,10:53:02
241049513858,韩水生,0,41152719610314128X,1961-03-14,1,0,4,6,19939650635,UeyFbcsJ@tom.com,3,贵州省凯里市中大街7984号,6216351010985243070,象山国民村镇银行,1,借记卡,24105598,2733,2016-03-27,23:40:32
270214907240,张建川,0,420324198610063555,1986-10-06,0,0,4,4,18891548223,CwJq7J@21cn.com,2,湖北省荆州市黄河路695号,9400508341210721,东莞市商业银行,1,借记卡,27023392,0665,2012-12-08,03:04:36
110403360593,周安家,0,371425197203084562,1972-03-08,1,1,3,2,14772103192,kHYJho8ZJ@yeah.net,1,江苏省常州市鼓楼南大街225号,6212543110247710557,澳门商业银行,1,借记卡,11042522,3224,2017-04-20,05:50:45
250966326130,酆小立,0,140522198003036600,1980-03-03,1,1,1,6,15641857284,XdvfYTPk@me.com,2,江西省鹰潭市贡院街84号,6011368974098928,Discover Financial Services.Inc,2,贷记卡,25097935,3660,2010-07-16,05:40:06
260279401250,费喆,0,420626198806223360,1988-06-22,1,1,2,1,16787617310,1ZXD_ZA3H@139.com,2,安徽省芜湖市华城路1747号,6282007927592825,汉口银行,2,贷记卡,26029031,8220,2012-01-25,01:28:47
060916413998,唐亚国,0,510601199310187158,1993-10-18,0,2,4,7,18425919023,_4nSzjEE_e@tom.com,3,山东省莱芜市金融街6号,6258272511924160,中国农业银行,2,贷记卡,06098636,5531,2010-03-01,22:19:19
080776086538,方嵩,0,610114198408241670,1984-08-24,0,0,0,1,16713848860,j7TgkwUB@139.com,4,甘肃省临夏市解放东路3483号,620411245307715754,中国工商银行,1,借记卡,08073872,8044,2017-11-25,18:58:35
300566320837,孔帅,0,513429199605227151,1996-05-22,0,1,1,1,17649594074,ggfdi02c@sian.com.cn,3,广东省江门市团结湖路5号,6282676493854171,重庆农村商业银行,2,贷记卡,30057556,0811,2010-10-18,08:03:46
090473247695,吕卫,0,530401197205267985,1972-05-26,1,1,3,6,19886336990,AWq2cih1U@chinaren.com,3,宁夏回族自治区石嘴山市中大街6号,6011263710495084,Discover Financial Services.Inc,2,贷记卡,09040313,3523,2011-02-07,22:46:08
250591517735,祝风,0,13092319920914590X,1992-09-14,1,2,1,0,17003498875,0OFI7x@vip.sohu.com,2,辽宁省鞍山市红卫路75号,6217677626207881,中信银行,1,借记卡,25054134,0137,2012-09-08,05:47:08
090945768826,萧卫,0,310118199810148879,1998-10-14,0,2,0,3,18407015047,q8m0OqfsK@tom.com,4,山东省泰安市滨海卫2765号,405512854850265,交通银行,1,借记卡,09091290,2159,2017-11-07,11:18:28
050801399371,周小北,0,410422196101056438,1961-01-05,0,1,4,2,15147024918,35S6E7@139.com,3,青海省西宁市秦蜀路1号,6222738378860400210,中国银行澳门分行,1,借记卡,05089178,7024,2017-06-09,04:15:16
140502607419,苏小芳,0,371102198808083021,1988-08-08,1,1,4,6,18987909875,HMUMiuKoN@icloud.com,1,内蒙古自治区呼伦贝尔市马列大道255号,6212293566760548462,重庆璧山工银村镇银行,1,借记卡,14055374,3798,2011-05-28,17:28:11
160546165761,秦跃,0,430301197407028035,1974-07-02,0,1,2,2,17361366624,YwvpjnZ@icloud.com,4,黑龙江省牡丹江市嵩阳街5556号,6210362301434433564,海南省农村信用社联合社,1,借记卡,16059731,8769,2012-03-08,16:41:44
300914916133,于永常,0,63280119930823922X,1993-08-23,1,1,1,2,18653940467,OtL1AWKlZ@vip.sina.com,2,甘肃省陇南市鼓楼南大街887号,6210203970479252,BC卡公司,1,借记卡,30090537,3095,2011-07-08,18:14:36
121131744101,何晓乐,0,32010419731129581X,1973-11-29,0,2,4,2,13419043706,DBcUbcyh@sohu.com,2,北京市海淀区安城街4号,6221332118436715408,贵阳银行,1,借记卡,12111300,5169,2015-05-30,12:04:16
090838099620,余柯,0,420529198403244806,1984-03-24,1,0,1,7,17879046860,1dFLdY@chinaren.com,4,安徽省巢湖市白塔寺路9号,4213493460459979,中国建设银行,1,借记卡,09084547,4773,2014-12-17,15:20:08
170913301918,狄婷婷,0,140725198707046145,1987-07-04,1,2,3,7,14649371771,zNKe0kATR@aliyun.com,1,内蒙古自治区呼伦贝尔市正阳路5号,6282079085161867,宁波银行,2,贷记卡,17091751,1748,2013-10-24,08:55:53
200356795750,王燕,0,450722197308179636,1973-08-17,0,0,1,7,19818839949,ADPYrAX4@me.com,1,广西壮族自治区桂林市海天路28号,6205165349690697488,中国工商银行,1,借记卡,20033503,8306,2011-04-30,10:16:56
161613174766,葛晓霞,0,420302197508077009,1975-08-07,1,1,0,6,18035628029,2pGSOmRC6@126.com,3,黑龙江省大兴安岭市上海道836号,6222697685841233,上海银行,2,贷记卡,16165511,7785,2013-03-06,22:16:02
230571407650,褚法,0,22040319791103509X,1979-11-03,0,2,0,6,13336412370,X_qAs3c@139.com,0,云南省西双版纳市兴阳街8号,621905878196464760,中国工商银行,1,借记卡,23051407,7255,2011-04-16,19:11:45
301778549427,郝小天,0,510304200010168615,2000-10-16,0,2,0,0,15386171869,w3TCP017@me.com,4,内蒙古自治区集宁市府右街9229号,6229867946199266,平安银行,1,借记卡,30174517,4381,2017-02-23,17:41:10
201149086915,成妃,0,110112197302233635,1973-02-23,0,1,2,0,18841405060,IoOCC4PXcV@126.com,2,四川省广元市嵩阳街54号,621103180985730059,中国工商银行,1,借记卡,20119652,0431,2012-10-28,15:13:15
060326237005,倪广,0,532525197210313550,1972-10-31,0,2,4,7,16775410934,pNlZ6jut9@shouji.163.com,2,河南省信阳市流花西路4632号,6250550619295833,中国银行(国际),2,贷记卡,06030432,8966,2017-10-19,20:29:15
130274122162,邵小农,0,361124199406188788,1994-06-18,1,1,2,2,15063940448,KGGyD1J8m@aliyun.com,0,辽宁省盘锦市康城街3号,6210956872140978862,邮政储蓄银行,1,借记卡,13022305,9595,2010-02-14,12:11:55
240205505935,戚胜利,0,510522196605182745,1966-05-18,1,2,3,5,17825257783,j_ML-ZEJ@icloud.com,4,广西壮族自治区河池市振兴路985号,6222143945483730,中国工商银行,3,准贷记卡,24021509,4183,2014-09-11,18:38:01
171402556470,华珊,0,420102197211056302,1972-11-05,1,2,0,1,15537781289,mFFCLpL@gmail.com,0,黑龙江省双鸭山市正阳路34号,6221472452954714174,内蒙古银行,1,借记卡,17147002,3651,2017-01-16,05:41:01
140588911223,唐芸,0,371422198306047321,1983-06-04,1,1,4,0,18199918559,nqFBOfK@outlook.com,1,广东省韶关市府右街39号,6210983762416086481,邮政储蓄银行,1,借记卡,14056664,9431,2015-09-19,22:40:52
200262045172,庞辉,0,411526197201139843,1972-01-13,1,1,3,5,13912928269,ovLCUzcCp@yeah.net,3,北京市北辰区嵩阳街2号,5149065649132549,中信银行,2,贷记卡,20023990,1101,2014-04-11,17:07:48
190319947718,祝庄,0,350122197010302308,1970-10-30,1,0,4,0,18056833494,WzSwlT@163.com,2,山东省烟台市东二旗2488号,6253616929988214,平安银行,2,贷记卡,19032985,2761,2013-08-23,03:22:08
050306826299,吕丽娜,0,120116197010274045,1970-10-27,1,0,2,6,17134961168,-mruFTj@aliyun.com,0,山东省烟台市红卫路553号,622013420900634573,中国工商银行,1,借记卡,05038462,9765,2017-03-06,21:42:01
040325978785,陈小桥,0,360781197205116630,1972-05-11,0,2,4,2,13593233243,F5xhFL1@sohu.com,3,甘肃省定西市团结湖路5号,620604447673789515,中国工商银行,1,借记卡,04030220,4432,2014-09-18,21:04:56
171581641884,禹宝宝,0,64020519870422524X,1987-04-22,1,0,4,0,17039300224,SqCvVOVxlA@263.net,2,甘肃省庆阳市安城街625号,6216350036427831389,南宁江南国民村镇银行,1,借记卡,17150376,4588,2016-08-21,01:35:02
071394797737,何小琳,0,530901199701185600,1997-01-18,1,2,1,7,18184958568,0lP17XGCRS@outlook.com,3,山西省运城市振兴路389号,4270648882567879,中国工商银行,2,贷记卡,07138772,2441,2017-01-12,22:51:39
181768895300,屈建业,0,520326196901063586,1969-01-06,1,1,1,4,13834281032,MsFBRRsBr7@sian.com.cn,0,安徽省池州市幸福大街3号,6251418303099748,中国银行(国际),2,贷记卡,18177460,0653,2012-12-07,13:41:54
171325340971,柏小红,0,640302200007117995,2000-07-11,0,0,4,7,19846258175,1_HYdzdu@sohu.com,3,江苏省连云港市滨海卫53号,6229204585868896,日本三井住友卡公司,2,贷记卡,17134655,6657,2012-08-11,21:39:37
280687401595,令狐涵,0,330203199111092445,1991-11-09,1,1,2,0,18014784502,Wfgw0KzV@126.com,0,陕西省商洛市东二旗223号,4682032754324424,招商银行,1,借记卡,28065073,9253,2017-09-16,14:36:53
230684949308,史荣,0,23081119900831647X,1990-08-31,0,0,1,4,15508964585,YTIdKX@chinaren.com,0,内蒙古自治区集宁市白塔寺路8757号,6508731954451328,Discover Financial Services.Inc,2,贷记卡,23061058,1640,2014-05-18,09:39:12
230317018734,令狐小卫,0,620523197412075885,1974-12-07,1,0,3,5,15530562043,wO0Z0CS@qq.com,3,贵州省铜仁市府右街1383号,909810396835333711,广州农村商业银行,1,借记卡,23037091,4906,2012-05-22,04:59:10
200434220110,秦琼,0,451301196912194851,1969-12-19,0,0,3,5,18383928647,cDsucdeE6@me.com,3,山西省吕梁市向阳路6号,6229931025028843506,大连银行,1,借记卡,20042011,2813,2010-01-06,04:19:00
150543215032,喻林林,0,370301197908027050,1979-08-02,0,2,3,5,15787137100,oR5VbZD@189.cn,0,江西省吉安市中大街1348号,5588693408132497,中国银行,3,准贷记卡,15055598,0036,2017-04-25,17:03:40
301182061946,罗承风,0,320621197102147099,1971-02-14,0,2,4,2,15265435217,y04vzcdqCm@yeah.net,1,甘肃省酒泉市蜀兴路31号,6221701024831314933,贵阳银行,1,借记卡,30118802,0128,2011-02-19,03:07:21
170278758811,史克强,0,410523198609307825,1986-09-30,1,2,1,2,17779397861,xC4oHCI7MR@vip.sohu.com,1,湖北省黄石市人民广场4号,6229865322138197,平安银行,1,借记卡,17022121,9602,2017-01-19,17:36:17
380386061931,毛大山,0,220781199905299115,1999-05-29,0,0,3,5,18897094884,grOPz8K@gmail.com,2,上海市浦西区府右街6号,5456190390174750,招商银行,2,贷记卡,38035077,4418,2010-03-03,20:56:33
161555679568,梁钢,0,371701197808133879,1978-08-13,0,0,1,3,14684604383,R9eJjiU@yeah.net,0,河北省唐山市嵩阳街688号,6282504140662328,浙江稠州商业银行,2,贷记卡,16154992,0181,2016-02-25,13:51:44
140545257814,孔木,0,360428196805132367,1968-05-13,1,0,1,7,18949399523,x5zccK@sian.com.cn,4,上海市浦西区站前街1号,4270625115128133,中国工商银行,2,贷记卡,14055603,8223,2016-02-22,20:11:35
061220496252,任云鹏,0,51030119950211693X,1995-02-11,0,2,0,6,18083215323,c4YmFSNV@aliyun.com,0,山西省太原市解放西路2443号,6250914795112214,花旗银行,2,贷记卡,06123776,0020,2014-10-12,17:00:23
210300547613,薛涛,0,533122196309199052,1963-09-19,0,1,2,3,16610739167,8fePBm@shouji.163.com,2,安徽省池州市平安大道23号,6222346547853867,中国工商银行,2,贷记卡,21035898,0609,2012-02-13,12:43:08
130764841832,黄慧,0,43102819990126685X,1999-01-26,0,1,2,2,17772346287,46LH_xVT@chinaren.com,1,新疆维吾尔自治区哈密市解放东路682号,6222698135480838,上海银行,2,贷记卡,13073423,7996,2016-11-26,16:06:20
071127634741,酆亚萍,0,654224197902039325,1979-02-03,1,2,3,4,13288193071,DoATsASnly@aliyun.com,3,河南省许昌市滨海卫64号,6226793815319913,中信银行,2,贷记卡,07112937,8986,2016-09-21,10:35:22
240859125295,邹建川,0,150721197904222058,1979-04-22,0,0,2,7,13844569164,gl68eLT5@vip.sohu.com,4,宁夏回族自治区石嘴山市迎泽大街7526号,6250996468601482,上海银行,2,贷记卡,24087391,5699,2015-11-09,07:19:33
231480083565,蒋宾,0,511681199210258492,1992-10-25,0,1,2,1,14751114701,ufOz2O@189.cn,2,广东省清远市兴阳街446号,6250712373050107,广发银行,2,贷记卡,23144312,1493,2016-06-06,03:52:48
111571157720,李子维,0,230125196710042525,1967-10-04,1,2,4,3,13087944272,ERuoAFZqSn@139.com,1,湖北省咸宁市鼓楼南大街939号,6205296554723866867,邮政储蓄银行,4,预付费卡,11158666,1539,2014-07-02,14:15:41
201800924279,施家才,0,140322198509124439,1985-09-12,0,1,2,7,17741013799,DVp9uKH@189.cn,1,甘肃省平凉市解放东路71号,6222803115468588933,中国建设银行,1,借记卡,20182025,7661,2017-01-24,02:07:11
160751499664,戴友,0,440184199101015996,1991-01-01,0,1,4,1,15342002715,6BFsAsqEN@chinamail.com,4,贵州省遵义市蜀兴路87号,5477664652323565,中国银行,3,准贷记卡,16076182,8977,2013-03-31,08:48:33
240427600142,苗芃,0,410927197905177669,1979-05-17,1,0,0,7,18398723425,bbGg0k@sohu.com,0,新疆维吾尔自治区马兰市白塔寺路822号,6227001463109235707,中国建设银行,1,借记卡,24046996,6651,2015-06-14,17:34:20
400032614392,赵香,0,130225197312027755,1973-12-02,0,1,3,7,13959714245,vetFyVe@163.com,0,甘肃省庆阳市正阳路5452号,6216558105746145779,宁波通商银行,1,借记卡,40000974,0994,2011-09-21,03:27:37
340047150738,顾征,0,420625198008176006,1980-08-17,1,0,3,2,17312054085,t4R664EOKY@aliyun.com,0,黑龙江省双鸭山市解放西路2号,6214398214694422062,东莞市商业银行,1,借记卡,34002796,4050,2012-10-31,13:32:15
080526124310,王喆,0,361029197006029099,1970-06-02,0,0,4,5,18678609303,EGG4mJ@sohu.com,1,广东省深圳市解放西路571号,6230583931416678975,平安银行,1,借记卡,08051295,5424,2012-09-02,19:41:20
091415949829,孟法,0,140726197101127858,1971-01-12,0,0,3,5,13990051693,9Ogz5G@263.net,0,湖南省娄底市府右街58号,6225230530954485,上海浦东发展银行,1,借记卡,09142123,9029,2013-02-13,11:00:57
171066745471,祝珍,0,430903199102059820,1991-02-05,1,1,4,3,14599918935,5wzzBGTsyU@aliyun.com,1,四川省内江市人民广场11号,6258360614217291,广州银行,2,贷记卡,17106669,6953,2017-06-21,13:52:19
130422566183,祝小亮,0,130423199308081203,1993-08-08,1,1,1,4,17870699680,0J3L7iM@vip.sina.com,1,山西省太原市鼓楼南大街923号,6229663914421588,中国建设银行,1,借记卡,13047697,2455,2010-07-08,17:09:41
350073640250,岑纪,0,230903197208305202,1972-08-30,1,0,3,5,13445721362,ABt9lJz@yeah.net,4,湖南省永州市工人大道941号,6229337637548010406,东亚银行(中国),1,借记卡,35006683,2658,2011-10-05,00:20:31
180979070785,华明,0,210521196709119451,1967-09-11,0,0,3,2,15982457565,J5nYuu@gmail.com,4,湖北省襄樊市正阳路3945号,6213500117279578827,洪湖融兴村镇银行,1,借记卡,18099317,8724,2017-01-01,02:24:39
360253207488,朱小光,0,522328198206205232,1982-06-20,0,1,2,6,13947267462,XmIDoRx@me.com,2,河北省秦皇岛市蜀兴路88号,6225783215511202,招商银行,2,贷记卡,36024961,9267,2014-08-02,07:01:41
140966465881,余小林,0,652826196707039222,1967-07-03,1,0,0,0,18467937987,WXzGhBDIZ@qq.com,2,河南省商丘市民航路2142号,6205377949049458666,澳门通,4,预付费卡,14091960,9365,2013-07-17,14:02:53
200327051133,郝玉兰,0,411501197407053052,1974-07-05,0,2,3,5,13780870161,HYAZmj@139.com,3,河北省张家口市天化街887号,4062542740450828,光大银行,2,贷记卡,20033837,2059,2013-03-16,02:05:52
300726942831,邵小倩,0,632802198604245327,1986-04-24,1,1,0,3,17007930836,kt4qJbs@wo.com.cn,3,内蒙古自治区巴彦淖尔市人民西路959号,53783628273192,交通银行,2,贷记卡,30074941,0980,2011-10-07,12:07:28
060440989620,范温然,0,530829198005189575,1980-05-18,0,0,0,5,18403792287,Ayo-nuJDDU@shouji.163.com,2,北京市房山区中山大道8号,6231700831544697465,青岛银行,1,借记卡,06043201,0313,2016-06-20,22:45:45
060861879021,孔晓蓉,0,450321197904104819,1979-04-10,0,1,1,0,13584437725,gsiYoVLM@163.com,4,北京市东城区工人大道1号,6224838649664612,渣打银行(香港),2,贷记卡,06084632,4103,2016-01-23,05:14:08
170325662886,成桂生,0,230622196901258836,1969-01-25,0,2,2,1,15185926163,FhsxCZ@qq.com,4,江西省南昌市人民广场24号,6213470018864202,深圳福田银座村镇银行,1,借记卡,17036487,8151,2014-04-05,14:29:40
150666772488,许燕,0,130184196105153222,1961-05-15,1,2,3,6,13444809061,qWqOkM@sohu.com,1,北京市东城区迎泽大街9号,622806417323340110,中国工商银行,1,借记卡,15066646,7459,2014-12-21,05:01:16
300792721754,韩志平,0,520122198608315193,1986-08-31,0,0,0,3,13518586401,8NECc1d@qq.com,1,浙江省绍兴市滨海卫384号,6011298075547871,Discover Financial Services.Inc,2,贷记卡,30070642,4242,2011-08-04,12:04:10
061158271580,苗艳,0,510822196208236362,1962-08-23,1,0,4,0,18241180412,rgAssXPiCq@vip.sina.com,2,四川省成都市和平大道447号,6210954975473248381,邮政储蓄银行,1,借记卡,06118124,8121,2010-08-22,14:35:52
231485413514,杨家圣,0,341204198009063481,1980-09-06,1,2,2,2,17111453209,6jqI3okWj@163.com,3,湖南省衡阳市四马路882号,6230243786980347,新韩卡公司,1,借记卡,23141730,6878,2016-10-15,21:03:31
080383178141,潘小蓉,0,360925199611249403,1996-11-24,1,2,1,2,13969009001,jIz1dYiu@aliyun.com,0,福建省三明市解放东路8892号,6213432158954839,中国银行(澳大利亚),1,借记卡,08033055,5525,2013-12-21,06:14:25
390150204530,安洲,0,230421199211115325,1992-11-11,1,0,2,0,15819799747,yD7DomiA@126.com,3,云南省玉溪市马列大道345号,6213460032971484000,鄂尔多斯市东胜蒙银村镇银行,1,借记卡,39013283,1466,2017-10-15,08:27:57
140463653976,秦晓枫,0,430101196208022605,1962-08-02,1,2,3,0,15640585877,R3q26OL@qq.com,1,陕西省咸阳市嵩阳街1号,6228911876367730035,江南农村商业银行,1,借记卡,14047347,5006,2016-03-04,21:20:54
201392845934,袁彬,0,341021196411248026,1964-11-24,1,1,3,2,16771444235,sDq_qg4@163.com,4,山西省临汾市团结湖路6741号,6213527651748040,上海浦东发展银行,1,借记卡,20135425,7785,2013-08-04,20:57:35
091438842242,屈朝阳,0,513328196411276363,1964-11-27,1,2,1,7,19100871915,5ujsDCXNKL@chinamail.com,0,山东省青岛市归化路215号,6228882902443500,东莞商行,2,贷记卡,09148383,0635,2013-08-01,06:34:43
180349939486,屈自强,0,45080219790123750X,1979-01-23,1,1,1,1,13848354325,Scgo79j@me.com,2,贵州省铜仁市蜀兴路1号,621402267218823161,中国工商银行,1,借记卡,18036901,1428,2010-10-07,14:40:33
231307962846,郑建国,0,610103198004081106,1980-04-08,1,1,1,4,14530285704,5MjBd_bp2@qq.com,4,贵州省凯里市教场路5号,6217658074692832,中国工商银行新加坡分行,1,借记卡,23139952,4227,2013-08-09,11:55:52
051075734408,柏霞,0,411525199009132062,1990-09-13,1,1,4,4,17527285037,RTjXXi@wo.com.cn,2,黑龙江省牡丹江市滨海卫9号,6226792159708889,中信银行,2,贷记卡,05100288,0807,2015-04-14,05:00:17
110800693106,吕彪,0,430401198101274401,1981-01-27,1,0,4,3,14643889114,NW0JWXnxU@263.net,0,宁夏回族自治区银川市归化路96号,6259653923144852,中国建设银行,2,贷记卡,11086280,9199,2015-06-03,16:02:47
